file,tda_dim1_count,tda_dim1_total_persistence,tda_dim1_max_persistence,tda_dim1_mean_persistence,tda_dim1_entropy
4112.txt,2977,43.8362919325009,0.2401174306869506,0.0147249888923415,7.732352545757114
4113.txt,3045,66.69404306076467,0.3327630162239074,0.0219028056028783,7.811987056351008
4114.txt,2786,71.53023090772331,0.3789677619934082,0.0256748854658016,7.595269728113088
4115.txt,2722,93.0275151655078,0.3165741264820099,0.0341761628087831,7.537928929241291
4116.txt,2896,58.25997607037425,0.1108991503715515,0.0201173950519248,7.702457731115704
4117.txt,2697,38.51619239524007,0.107827603816986,0.0142811243586355,7.528036837661919
4118.txt,2848,46.01178882503882,0.1547796726226806,0.0161558247278928,7.677392885223591
4119.txt,2915,93.87939027510583,0.217907041311264,0.0322056227358853,7.735227726287317
412.txt,2698,65.82935719005764,0.2092376351356506,0.0243993169718523,7.529902005819506
4120.txt,2262,51.98217213526368,0.2402864098548889,0.0229806242861466,7.382375156464002
413.txt,2689,65.28662300109863,0.1724404394626617,0.0242791457795086,7.523904130289727
414.txt,2660,86.99293601512909,0.2661153674125671,0.0327041112838831,7.512102566510954
415.txt,2631,64.0010453350842,0.1874835789203643,0.0243257488920882,7.481446887159899
416.txt,2893,39.37604524195194,0.1288719773292541,0.0136108002910307,7.7194963624157635
418.txt,2871,57.94025714509189,0.1026919186115264,0.0201812111268171,7.677238062482708
419.txt,2726,63.6837788708508,0.2048412561416626,0.0233616210091162,7.518290639741265
420.txt,2841,81.73622825462371,0.2337417006492614,0.0287702316982132,7.631936840944739
421.txt,2703,64.30994352512062,0.3192597031593323,0.0237920619774771,7.485023134113805
422.txt,2614,54.62940563261509,0.1869101226329803,0.0208987779772819,7.498105155080197
423.txt,2980,59.34000843763352,0.2229092419147491,0.0199127545092729,7.776455797969949
424.txt,2682,46.99221070483327,0.122446522116661,0.0175213313589982,7.519615994168337
425.txt,2607,44.7172678001225,0.243144154548645,0.0171527686229852,7.47884220199021
426.txt,2830,44.123601796571165,0.1442261636257171,0.0155913787267035,7.60773821174913
427.txt,2710,67.85793675854802,0.2716750800609588,0.0250398290621948,7.543796341603171
